strategy,nframes,ablation,index,instance_id,video_path,question,gold,model_output,extracted,correct,frame_indices,f2c_scales,error,pred_file
uniform,1,none,32,8,TimeBlind/videos/vid_00008_0.mp4,Is the whole onion being cut into small pieces?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,33,8,TimeBlind/videos/vid_00008_1.mp4,Is the whole onion being cut into small pieces?,no,Yes,yes,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,34,8,TimeBlind/videos/vid_00008_0.mp4,Do the onion pieces reassemble into a whole onion?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,35,8,TimeBlind/videos/vid_00008_1.mp4,Do the onion pieces reassemble into a whole onion?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,36,9,TimeBlind/videos/vid_00009_0.mp4,Does the butter turn from solid to liquid?,yes,Yes,yes,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,37,9,TimeBlind/videos/vid_00009_1.mp4,Does the butter turn from solid to liquid?,no,Yes,yes,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,38,9,TimeBlind/videos/vid_00009_0.mp4,Does the butter turn from liquid to solid?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,39,9,TimeBlind/videos/vid_00009_1.mp4,Does the butter turn from liquid to solid?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,40,10,TimeBlind/videos/vid_00010_0.mp4,"Does the clay change from an irregular, elongated shape into a sphere?",yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,41,10,TimeBlind/videos/vid_00010_1.mp4,"Does the clay change from an irregular, elongated shape into a sphere?",no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,42,10,TimeBlind/videos/vid_00010_0.mp4,"Does the clay change from a sphere into an irregular, elongated shape?",no,Yes,yes,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,43,10,TimeBlind/videos/vid_00010_1.mp4,"Does the clay change from a sphere into an irregular, elongated shape?",yes,Yes,yes,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,44,11,TimeBlind/videos/vid_00011_0.mp4,Is the pine cone spinning clockwise when viewed from above?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,45,11,TimeBlind/videos/vid_00011_1.mp4,Is the pine cone spinning clockwise when viewed from above?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,46,11,TimeBlind/videos/vid_00011_0.mp4,Is the pine cone spinning counterclockwise when viewed from above?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,47,11,TimeBlind/videos/vid_00011_1.mp4,Is the pine cone spinning counterclockwise when viewed from above?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,48,12,TimeBlind/videos/vid_00012_0.mp4,Is the pine cone going from closed to open?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,49,12,TimeBlind/videos/vid_00012_1.mp4,Is the pine cone going from closed to open?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,50,12,TimeBlind/videos/vid_00012_0.mp4,Is the pine cone going from open to closed?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,51,12,TimeBlind/videos/vid_00012_1.mp4,Is the pine cone going from open to closed?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,52,13,TimeBlind/videos/vid_00013_0.mp4,Does the seed coat move away from the soil?,yes,Yes,yes,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,53,13,TimeBlind/videos/vid_00013_1.mp4,Does the seed coat move away from the soil?,no,Yes,yes,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,54,13,TimeBlind/videos/vid_00013_0.mp4,Does the seed coat move toward the soil?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,55,13,TimeBlind/videos/vid_00013_1.mp4,Does the seed coat move toward the soil?,yes,Yes,yes,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,56,14,TimeBlind/videos/vid_00014_0.mp4,Is the pine tree getting taller?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,57,14,TimeBlind/videos/vid_00014_1.mp4,Is the pine tree getting taller?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,58,14,TimeBlind/videos/vid_00014_0.mp4,Is the pine tree getting shorter?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,59,14,TimeBlind/videos/vid_00014_1.mp4,Is the pine tree getting shorter?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,60,15,TimeBlind/videos/vid_00015_0.mp4,Does the number of small black objects in the clear container go from one to five?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,61,15,TimeBlind/videos/vid_00015_1.mp4,Does the number of small black objects in the clear container go from one to five?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,62,15,TimeBlind/videos/vid_00015_0.mp4,Does the number of small black objects in the transparent container decrease from five to one?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,63,15,TimeBlind/videos/vid_00015_1.mp4,Does the number of small black objects in the transparent container decrease from five to one?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,64,16,TimeBlind/videos/vid_00016_0.mp4,Does the strawberry's color gradually change from light green to red?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,65,16,TimeBlind/videos/vid_00016_1.mp4,Does the strawberry's color gradually change from light green to red?,no,Yes,yes,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,66,16,TimeBlind/videos/vid_00016_0.mp4,Does the strawberry's color gradually change from red to light green?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,67,16,TimeBlind/videos/vid_00016_1.mp4,Does the strawberry's color gradually change from red to light green?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,68,17,TimeBlind/videos/vid_00017_0.mp4,"When viewed from above, does the topmost sprout rotate counterclockwise?",yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,69,17,TimeBlind/videos/vid_00017_1.mp4,"When viewed from above, does the topmost sprout rotate counterclockwise?",no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,70,17,TimeBlind/videos/vid_00017_0.mp4,"When viewed from above, does the top sprout rotate clockwise?",no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,71,17,TimeBlind/videos/vid_00017_1.mp4,"When viewed from above, does the top sprout rotate clockwise?",yes,I cannot determine the rotation of the top sprout from a single static image.,,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,72,18,TimeBlind/videos/vid_00018_0.mp4,Does the person wipe the whiteboard with small strokes?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,73,18,TimeBlind/videos/vid_00018_1.mp4,Does the person wipe the whiteboard with small strokes?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,74,18,TimeBlind/videos/vid_00018_0.mp4,Does the person wipe the whiteboard with large strokes?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,75,18,TimeBlind/videos/vid_00018_1.mp4,Does the person wipe the whiteboard with large strokes?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,76,19,TimeBlind/videos/vid_00019_0.mp4,Does the number of leaves increase from one to three?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,77,19,TimeBlind/videos/vid_00019_1.mp4,Does the number of leaves increase from one to three?,no,Yes,yes,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,78,19,TimeBlind/videos/vid_00019_0.mp4,Does the number of leaves decrease from three to one?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,79,19,TimeBlind/videos/vid_00019_1.mp4,Does the number of leaves decrease from three to one?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,80,20,TimeBlind/videos/vid_00020_0.mp4,Does a seed come into view?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,81,20,TimeBlind/videos/vid_00020_1.mp4,Does a seed come into view?,no,Yes,yes,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,82,20,TimeBlind/videos/vid_00020_0.mp4,Does the seed go out of view?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,83,20,TimeBlind/videos/vid_00020_1.mp4,Does the seed go out of view?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,84,21,TimeBlind/videos/vid_00021_0.mp4,Does the box change from open to closed?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,85,21,TimeBlind/videos/vid_00021_1.mp4,Does the box change from open to closed?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,86,21,TimeBlind/videos/vid_00021_0.mp4,Does the box change from closed to open?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,87,21,TimeBlind/videos/vid_00021_1.mp4,Does the box change from closed to open?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,88,22,TimeBlind/videos/vid_00022_0.mp4,Does the molten glass change shape from an oval to a rectangle?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,89,22,TimeBlind/videos/vid_00022_1.mp4,Does the molten glass change shape from an oval to a rectangle?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,90,22,TimeBlind/videos/vid_00022_0.mp4,Does the molten glass change from a rectangular shape to an oval?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,91,22,TimeBlind/videos/vid_00022_1.mp4,Does the molten glass change from a rectangular shape to an oval?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,92,23,TimeBlind/videos/vid_00023_0.mp4,Does the red object change from teardrop-shaped to gourd-shaped?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,93,23,TimeBlind/videos/vid_00023_1.mp4,Does the red object change from teardrop-shaped to gourd-shaped?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,94,23,TimeBlind/videos/vid_00023_0.mp4,Does the red object change shape from gourd-like to teardrop-shaped?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,95,23,TimeBlind/videos/vid_00023_1.mp4,Does the red object change shape from gourd-like to teardrop-shaped?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,96,24,TimeBlind/videos/vid_00024_0.mp4,Does the clay change from an irregular shape to a bowl?,yes,Yes,yes,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,97,24,TimeBlind/videos/vid_00024_1.mp4,Does the clay change from an irregular shape to a bowl?,no,Yes,yes,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,98,24,TimeBlind/videos/vid_00024_0.mp4,Does the clay change from a bowl to an irregular shape?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,99,24,TimeBlind/videos/vid_00024_1.mp4,Does the clay change from a bowl to an irregular shape?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,100,25,TimeBlind/videos/vid_00025_0.mp4,Does the book change from closed to open?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,101,25,TimeBlind/videos/vid_00025_1.mp4,Does the book change from closed to open?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,102,25,TimeBlind/videos/vid_00025_0.mp4,Does the book change from open to closed?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,103,25,TimeBlind/videos/vid_00025_1.mp4,Does the book change from open to closed?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,104,26,TimeBlind/videos/vid_00026_0.mp4,Does one cup move away from the other cup?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,105,26,TimeBlind/videos/vid_00026_1.mp4,Does one cup move away from the other cup?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,106,26,TimeBlind/videos/vid_00026_0.mp4,Does one cup move closer to the other cup?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,107,26,TimeBlind/videos/vid_00026_1.mp4,Does one cup move closer to the other cup?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,108,27,TimeBlind/videos/vid_00027_0.mp4,Is the cup moved from one coaster to a smaller coaster?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,109,27,TimeBlind/videos/vid_00027_1.mp4,Is the cup moved from one coaster to a smaller coaster?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,110,27,TimeBlind/videos/vid_00027_0.mp4,Is the cup moved from one coaster onto a larger coaster?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,111,27,TimeBlind/videos/vid_00027_1.mp4,Is the cup moved from one coaster onto a larger coaster?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,112,28,TimeBlind/videos/vid_00028_0.mp4,Does the person put the bowl into the bucket of liquid?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,113,28,TimeBlind/videos/vid_00028_1.mp4,Does the person put the bowl into the bucket of liquid?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,114,28,TimeBlind/videos/vid_00028_0.mp4,Does the person take the bowl out of the bucket of liquid?,no,Yes,yes,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,115,28,TimeBlind/videos/vid_00028_1.mp4,Does the person take the bowl out of the bucket of liquid?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,116,29,TimeBlind/videos/vid_00029_0.mp4,Does the bowl change color from light to dark?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,117,29,TimeBlind/videos/vid_00029_1.mp4,Does the bowl change color from light to dark?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,118,29,TimeBlind/videos/vid_00029_0.mp4,Does the bowl's color change from dark to light?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,119,29,TimeBlind/videos/vid_00029_1.mp4,Does the bowl's color change from dark to light?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,120,30,TimeBlind/videos/vid_00030_0.mp4,Does the color of the bowl change from beige to brown?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,121,30,TimeBlind/videos/vid_00030_1.mp4,Does the color of the bowl change from beige to brown?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,122,30,TimeBlind/videos/vid_00030_0.mp4,Does the color of the bowl change from beige to white?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,123,30,TimeBlind/videos/vid_00030_1.mp4,Does the color of the bowl change from beige to white?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,124,31,TimeBlind/videos/vid_00031_0.mp4,"When viewed from below, is the bowl rotating clockwise?",yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,125,31,TimeBlind/videos/vid_00031_1.mp4,"When viewed from below, is the bowl rotating clockwise?",no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,126,31,TimeBlind/videos/vid_00031_0.mp4,"When viewed from below, is the bowl rotating counterclockwise?",no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,127,31,TimeBlind/videos/vid_00031_1.mp4,"When viewed from below, is the bowl rotating counterclockwise?",yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,128,32,TimeBlind/videos/vid_00032_0.mp4,"From the camera's point of view, is the woman walking to the right?",yes,I cannot answer this question because there is no woman visible in the image provided.,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,129,32,TimeBlind/videos/vid_00032_1.mp4,"From the camera's point of view, is the woman walking to the right?",no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,130,32,TimeBlind/videos/vid_00032_0.mp4,Is the woman walking to the camera's left?,no,I cannot answer this question because there is no woman visible in the image provided.,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,131,32,TimeBlind/videos/vid_00032_1.mp4,Is the woman walking to the camera's left?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,132,33,TimeBlind/videos/vid_00033_0.mp4,Does the reaction in the container gradually intensify?,yes,Yes,yes,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,133,33,TimeBlind/videos/vid_00033_1.mp4,Does the reaction in the container gradually intensify?,no,Yes,yes,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,134,33,TimeBlind/videos/vid_00033_0.mp4,Does the liquid's reaction in the container slow down over time?,no,Yes,yes,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,135,33,TimeBlind/videos/vid_00033_1.mp4,Does the liquid's reaction in the container slow down over time?,yes,Yes,yes,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,136,34,TimeBlind/videos/vid_00034_0.mp4,Does the liquid turn from white to brown?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,137,34,TimeBlind/videos/vid_00034_1.mp4,Does the liquid turn from white to brown?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,138,34,TimeBlind/videos/vid_00034_0.mp4,Does the liquid change from brown to white?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,139,34,TimeBlind/videos/vid_00034_1.mp4,Does the liquid change from brown to white?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,140,35,TimeBlind/videos/vid_00035_0.mp4,Does the color of the liquid change from light to dark?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,141,35,TimeBlind/videos/vid_00035_1.mp4,Does the color of the liquid change from light to dark?,no,Yes,yes,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,142,35,TimeBlind/videos/vid_00035_0.mp4,Does the liquid change from dark to light?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,143,35,TimeBlind/videos/vid_00035_1.mp4,Does the liquid change from dark to light?,yes,Yes,yes,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,144,36,TimeBlind/videos/vid_00036_0.mp4,Does the liquid change from transparent to opaque?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,145,36,TimeBlind/videos/vid_00036_1.mp4,Does the liquid change from transparent to opaque?,no,Yes,yes,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,146,36,TimeBlind/videos/vid_00036_0.mp4,Does the liquid turn from opaque to transparent?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,147,36,TimeBlind/videos/vid_00036_1.mp4,Does the liquid turn from opaque to transparent?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,148,37,TimeBlind/videos/vid_00037_0.mp4,"When viewed from above, does the man turn counterclockwise?",yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,149,37,TimeBlind/videos/vid_00037_1.mp4,"When viewed from above, does the man turn counterclockwise?",no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,150,37,TimeBlind/videos/vid_00037_0.mp4,"When viewed from above, does the man turn clockwise?",no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,151,37,TimeBlind/videos/vid_00037_1.mp4,"When viewed from above, does the man turn clockwise?",yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,152,38,TimeBlind/videos/vid_00038_0.mp4,Is the woman raising her hands from her sides to over her head?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,153,38,TimeBlind/videos/vid_00038_1.mp4,Is the woman raising her hands from her sides to over her head?,no,Yes,yes,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,154,38,TimeBlind/videos/vid_00038_0.mp4,Is the woman lowering her hands from over her head to her sides?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,155,38,TimeBlind/videos/vid_00038_1.mp4,Is the woman lowering her hands from over her head to her sides?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,156,39,TimeBlind/videos/vid_00039_0.mp4,Does the woman first stretch to her left and then to her right?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,157,39,TimeBlind/videos/vid_00039_1.mp4,Does the woman first stretch to her left and then to her right?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,158,39,TimeBlind/videos/vid_00039_0.mp4,Does the woman stretch to her right and then to her left?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,159,39,TimeBlind/videos/vid_00039_1.mp4,Does the woman stretch to her right and then to her left?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,160,40,TimeBlind/videos/vid_00040_0.mp4,Does the squatting girl move from right to left across the frame?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,161,40,TimeBlind/videos/vid_00040_1.mp4,Does the squatting girl move from right to left across the frame?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,162,40,TimeBlind/videos/vid_00040_0.mp4,Does the squatting girl move from left to right across the frame?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,163,40,TimeBlind/videos/vid_00040_1.mp4,Does the squatting girl move from left to right across the frame?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,164,41,TimeBlind/videos/vid_00041_0.mp4,Does the girl go from standing to lying face down?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,165,41,TimeBlind/videos/vid_00041_1.mp4,Does the girl go from standing to lying face down?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,166,41,TimeBlind/videos/vid_00041_0.mp4,Does the girl stand up after lying face down?,no,No,no,1,,,,gemma4it_tb_uniform1.json
uniform,1,none,167,41,TimeBlind/videos/vid_00041_1.mp4,Does the girl stand up after lying face down?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
uniform,1,none,168,42,TimeBlind/videos/vid_00042_0.mp4,Does the clear liquid in the cup become cloudy and foamy?,yes,No,no,0,,,,gemma4it_tb_uniform1.json
